name,artist,id,danceability,energy,loudness,speechiness,acousticness,tempo,liveness,valence,mood
Set Me Free,Joshua Bassett,3AMQKTsIR0ukMOXvPkwaKz,0.449,0.39,0.7697522816166884,0.0363,0.256,130.11,0.147,0.123,4
Heather,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,0.8199217731421121,0.0333,0.584,102.078,0.322,0.27,4
Hold Me While You Wait,Lewis Capaldi,6700Z4Izi8EbB6JNthU6Ma,0.688,0.53,0.9134810951760104,0.0333,0.443,106.958,0.0995,0.162,4
Like All My Friends,Francis Karel,70Vjb8pcNJT2HVfDLC2MJo,0.531,0.401,0.7634419817470665,0.0302,0.466,106.178,0.0923,0.208,4
Falling,Harry Styles,1ZMiCix7XSAbfAJlEZWMCp,0.567,0.267,0.8615906127770534,0.0299,0.839,110.011,0.089,0.0592,4
listen before i go,Billie Eilish,0tMSssfxAL2oV8Vri0mFHE,0.319,0.0561,0.0,0.045,0.935,79.764,0.388,0.082,4
hurt so bad,Cian Ducrot,5c1gKtJkR8dPjki25BU7Qz,0.461,0.452,0.8601825293350717,0.0366,0.337,168.074,0.269,0.282,4
Beautiful Things,Brynn Elliott,1JspnLoGGVZt3C3kLy7Dhd,0.725,0.403,0.645580182529335,0.0292,0.775,119.971,0.122,0.413,4
LET THE GRASS GROW,Ruel,2BN5ZMErVAhbEroB99b3no,0.598,0.426,0.801251629726206,0.0354,0.553,119.922,0.318,0.292,4
Cry with you,Jeremy Zucker,0hqJxaNkPQ3sPm1tvfPlAe,0.51,0.307,0.6832855280312907,0.101,0.321,159.794,0.174,0.356,4
my tears ricochet,Taylor Swift,5P2bHCDM2tsgIaYWsZMhu5,0.456,0.265,0.6445893089960887,0.0328,0.814,129.947,0.0679,0.112,4
i love you,Billie Eilish,6CcJMwBtXByIz4zQLzFkKc,0.421,0.131,0.23926988265971327,0.0382,0.952,137.446,0.109,0.12,4
My Person,Tayler Buono,0a3oURCG3s5cpAPNcdDm6e,0.504,0.596,0.7963494132985658,0.384,0.599,143.818,0.376,0.215,4
"if you hate me, say it",Cassidi,5fY07Uq0bLdEKIolWaNjpO,0.608,0.224,0.6910039113428944,0.0287,0.303,102.092,0.117,0.203,4
It'll Be Okay,Shawn Mendes,2KnLkZ3z7PO3kgVGHGqDpD,0.398,0.286,0.5810691003911342,0.033,0.616,78.262,0.0912,0.0666,4
3 Moods,Abe Parker,3n9ok4Eyi26VSubDdVLA1E,0.466,0.447,0.7190091264667535,0.266,0.823,83.626,0.12,0.192,4
Dumb Love,Mimi Webb,2Ms8MDDtYBw7M3K5F3EqPX,0.569,0.422,0.8952803129074316,0.0302,0.0296,76.96,0.0613,0.175,4
When You Lose Someone,Nina Nesbitt,3ECh9S9MgoL9SrpZFh0Y5Z,0.527,0.415,0.9533246414602347,0.0303,0.264,130.005,0.093,0.341,4
Cry Over Boys,Alexander 23,1d9Ve8caYURgqYEVuEHMww,0.855,0.254,0.4939765319426337,0.0664,0.837,118.006,0.527,0.378,4
i think i wanna text u,vaultboy,4hH46xhExjwEGfuWFgnOc3,0.454,0.419,0.7217209908735333,0.0352,0.179,76.925,0.132,0.224,4
I Lost a Friend,FINNEAS,49MMefftWPcltNP4OOJGSs,0.453,0.209,0.5791916558018253,0.223,0.587,169.316,0.119,0.216,4
GHOST TOWN,Benson Boone,135Lf4Q0CzlMNfOxbEUsLH,0.391,0.335,0.6758279009126467,0.0763,0.389,174.185,0.102,0.116,4
you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,0.667,0.373,0.7110299869621903,0.05,0.785,124.148,0.0906,0.0823,4
What Did I Do?,Hayd,3olUFMwgASQGeXrlm4g6OH,0.586,0.279,0.5815906127770535,0.0331,0.795,142.016,0.11,0.202,4
right where you left me - bonus track,Taylor Swift,3zwMVvkBe2qIKDObWgXw4N,0.581,0.619,0.8604432855280313,0.0282,0.769,137.915,0.117,0.645,4
Baby Blue,Luke Hemmings,4FSIfpGQEdJsLXIbufqvOo,0.54,0.82,1.0,0.0437,0.188,123.991,0.0724,0.465,4
Panic Attacks in Paradise,Ashnikko,13gqe2AjtaPexcBoqA10IX,0.695,0.386,0.9339765319426336,0.0337,0.554,127.947,0.0906,0.214,4
i can't breathe,Bea Miller,1qFMIjTe9esCDiytqUY19t,0.347,0.209,0.6190873533246415,0.0273,0.893,82.878,0.138,0.0735,4
when the party's over,Billie Eilish,14JzyD6FlBD5z0wV5P07YI,0.498,0.104,0.46638852672750974,0.0621,0.979,124.001,0.0895,0.205,4
We Didn't Even Date,Katherine Li,1rgfx42ulEgGoTplX7izIK,0.513,0.251,0.6910039113428944,0.039,0.839,139.153,0.124,0.148,4
Stayed Strangers,Abigail Barlow,5fHc27dNyLvzXStTjbONxm,0.687,0.0961,0.49340286831812263,0.0494,0.87,103.498,0.103,0.251,4
Best Days,Alessia Cara,3z1DnGBH2uhlDekJr0YVzQ,0.518,0.318,0.5891003911342895,0.0749,0.875,77.594,0.13,0.227,4
Back to Friends,Lauren Spencer-Smith,2Obwg8XE4sWXLpJSDlxn1r,0.749,0.319,0.6819817470664928,0.0771,0.82,116.828,0.0993,0.216,4
Hold Me Like You Used To,Zoe Wees,7eEcVUDXfIaZPq4kwhPIML,0.573,0.59,0.8717079530638853,0.0352,0.528,124.958,0.192,0.177,4
Grey,Why Don't We,2J4DpqJCIuuM9WjtWHbjvd,0.298,0.295,0.7423207301173402,0.0318,0.869,171.361,0.111,0.199,4
right?,emlyn,5EgoEtJ6hFLUTEnCvq0roJ,0.609,0.435,0.7742372881355932,0.072,0.537,149.83,0.0793,0.326,4
Love You From a Distance,Ashley Kutcher,7y8Qy4I0VWGMEbZvZ0C9x7,0.333,0.538,0.7494132985658408,0.0325,0.557,149.377,0.0977,0.63,4
10 Summers,Ashley Singh,4QKiy0xETxTVnf8kNpsreo,0.759,0.397,0.7958279009126467,0.0355,0.913,119.967,0.29,0.504,4
Magazines,slimdan,5WBJ8Cds7nAFH6olYdHbqY,0.621,0.146,0.5213559322033898,0.0377,0.898,133.963,0.361,0.492,4
London Is Lonely,Holly Humberstone,5dXiKFepHXZktud7z5635H,0.482,0.43,0.8239374185136896,0.0481,0.763,143.23,0.344,0.113,4
Break My Heart Again,Danielle Bradbery,0iVbEBizaS8X9RW1MLzKB8,0.572,0.406,0.759374185136897,0.032,0.641,81.768,0.107,0.35,4
Fat Funny Friend (sadder),Maddie Zahm,21O2UVKExn54RKWfk1xF4E,0.542,0.224,0.7464928292046936,0.0475,0.962,105.085,0.101,0.526,4
echo - acoustic,Alexander Stewart,7LB11knvxUwv6CAMRu42Dz,0.599,0.361,0.7578096479791394,0.0353,0.831,116.126,0.108,0.343,4
Fingers Crossed,Lauren Spencer-Smith,5S9Zs5g9lTWnLIboN1pdlU,0.603,0.473,0.8236245110821381,0.0511,0.616,109.494,0.31,0.446,4
Devil On My Shoulder,Chelsea Cutler,1jLUaPGjk5zwV9kXUt4Jt1,0.661,0.323,0.7011212516297262,0.0412,0.649,129.955,0.193,0.372,4
unbreak,Camylio,64QMCHiZCgKIq29dHhMScU,0.629,0.512,0.8176271186440678,0.0767,0.109,130.207,0.0974,0.118,4
Missing You Sucks,Clara Mae,57zslQlwkYyVqErssPWDvA,0.336,0.516,0.8483441981747066,0.069,0.596,179.849,0.0871,0.38,4
I GUESS I'M IN LOVE,Clinton Kane,1is8gU4RVcN4J8xItxWoOY,0.422,0.34,0.8576792698826596,0.0351,0.877,77.213,0.149,0.223,4
Heartbreak Anniversary,Giveon,3FAJ6O0NOHQV8Mc5Ri6ENp,0.449,0.465,0.7331942633637549,0.0791,0.524,89.087,0.303,0.543,4
Next Time,JESSIA,3HQrxN0bBKxWIKRmgjUq06,0.58,0.303,0.7521251629726206,0.0514,0.848,135.408,0.102,0.322,4
Let Somebody Go,Coldplay,4cGqn0E8JCSY9gQllQj4Mf,0.592,0.342,0.7349674054758801,0.0339,0.193,130.953,0.11,0.155,4
All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,Taylor Swift,1n3b9Eekoy3S9ZSZ5DmTW1,0.585,0.286,0.6727509778357236,0.0312,0.838,93.009,0.115,0.189,4
Go,Cat Burns,4VtRHZ4tBDHaWltVAytlLY,0.663,0.251,0.6859452411994785,0.0435,0.88,90.272,0.0932,0.528,4
Never the 1,ROSIE,6xyOZrXp6UGOFa30jewqIV,0.483,0.27,0.579973924380704,0.266,0.906,78.49,0.12,0.33,4
I Lost Myself In Loving You,Jamie Miller,2ySPkHH3mHCP3r3T040M5V,0.456,0.615,0.916245110821382,0.0529,0.614,78.461,0.0908,0.416,4
When It Ends,Avery Lynch,2956I0IdLAutaSEmwhSPii,0.51,0.261,0.7488396349413299,0.0421,0.897,115.76,0.103,0.237,4
It's You,Ali Gatie,6moU77g9RQyMzHNuKEaQKq,0.732,0.463,0.8370795306388527,0.0287,0.374,95.971,0.194,0.397,4
Two Week Notice,Leanna Firestone,4Dv0LIwnRPMPCgKJEwEG3c,0.456,0.311,0.5774706649282921,0.09,0.925,185.544,0.111,0.462,4
Fix It to Break It,Clinton Kane,1uviKYHZuM4uINK33F7sCt,0.493,0.461,0.7561408083441983,0.0456,0.845,51.414,0.115,0.35,4
"life, im over you",Zevia,5RQwYJPOkEnl38hFVrylP3,0.52,0.32,0.5604172099087353,0.12,0.829,113.706,0.104,0.171,4
All Our Friends Are Splitting Up,Katelyn Tarver,1uwZ46SjGjrVaZOdR3zYUF,0.695,0.345,0.6818252933507171,0.0566,0.818,105.874,0.104,0.231,4
How Do You Dress for the Rain?,Sam MacPherson,42ZSEXG0TtHAHbWOho7GDS,0.605,0.311,0.569387222946545,0.0813,0.787,149.794,0.113,0.165,4
Talking to the Moon,Bruno Mars,161DnLWsx1i3u1JT05lzqU,0.498,0.59,0.9544719687092568,0.032,0.511,145.867,0.107,0.0784,4
I Guess That Was Goodbye,Lyn Lapid,3mtSPmyeEkkqvHdXj7W4qg,0.492,0.227,0.643754889178618,0.0277,0.772,137.697,0.106,0.229,4
Crying Over You,The Band CAMINO,53bCcVMGv0S2aIYvfju2Tt,0.463,0.411,0.7704302477183833,0.0414,0.679,147.3,0.0453,0.163,4
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift,01K4zKU104LyJ8gMb7227B,0.606,0.377,0.7075880052151238,0.0275,0.817,101.96,0.154,0.446,4
House With No Mirrors,Sasha Alex Sloan,3iPJ039BamX9MIVZQWEnnL,0.72,0.408,0.5892046936114733,0.0498,0.832,121.972,0.0992,0.341,4
Stupid,noelle,42c7aUxtj89o7CxXO6bJo5,0.325,0.394,0.8900651890482398,0.034,0.554,80.639,0.155,0.221,4
People Watching,Conan Gray,4JeOesjcWWlprTAvucDSJX,0.53,0.593,0.8207040417209909,0.0545,0.385,125.723,0.314,0.538,4
Water Fountain,Alec Benjamin,4IhKLu7Vk3j2TLmnFPl6To,0.723,0.504,0.9100912646675359,0.0392,0.388,133.975,0.087,0.551,4
Forget I Exist,Sam MacPherson,54q7FLhWb9FEObFBziNRTq,0.662,0.399,0.7348109517601042,0.0314,0.491,96.05,0.127,0.265,4
Happier Than Ever,Billie Eilish,4RVwu0g32PAqgUiJoXsdF8,0.332,0.225,0.7471186440677966,0.0348,0.767,81.055,0.128,0.297,4
Grew Apart,Logan Mize,73aofsDvxQznhWLfgQ5gBz,0.624,0.64,0.7972881355932203,0.0806,0.0529,88.942,0.119,0.592,4
Better Man (Taylor's Version) (From The Vault),Taylor Swift,1gWRnZ52AK1ZUvpjjTteKf,0.473,0.579,0.8969491525423728,0.0384,0.214,73.942,0.0877,0.255,4
A Little Bit Yours,JP Saxe,00cBcYOlnHoXX9ver3cmdE,0.598,0.295,0.7546284224250326,0.0276,0.735,87.025,0.107,0.314,4
Always Almost,Rosie Darling,35FwQrg7thq6kjrHL01QiJ,0.383,0.372,0.7598435462842243,0.0816,0.722,166.944,0.171,0.325,4
Worst Kind of Hurt,Laura Marano,2TvCQzggZs6tX9HmeXPja2,0.63,0.449,0.7461277705345501,0.054,0.268,124.655,0.102,0.163,4
Love You More,Ashley Kutcher,6yaskcE6j8qsypsSxMSaeL,0.365,0.257,0.6802607561929597,0.0504,0.89,172.171,0.12,0.412,4
Liability,Lorde,6Kkt27YmFyIFrcX3QXFi2o,0.587,0.229,0.613767926988266,0.128,0.92,75.67,0.1,0.379,4
Hostage,Geneviève Racette,1ndqHrik6dcm5ZIu7bZUY0,0.631,0.244,0.607457627118644,0.0323,0.775,143.817,0.0906,0.213,4
Someone Like You,Adele,4kflIGfjdZJW4ot2ioixTB,0.559,0.33,0.7891961631233524,0.0285,0.892,135.109,0.0975,0.285,5
Stay With Me,Sam Smith,5Db9VIdDsN5yu3Eu7CT0i4,0.479,0.419,0.8864643518258821,0.0389,0.568,85.014,0.11,0.186,5
The Heart Wants What It Wants,Selena Gomez,6wJwkMo278iWVlWl1XQ4WA,0.616,0.789,0.9786279239356034,0.0377,0.053,83.066,0.142,0.621,5
Skinny Love,Birdy,4RL77hMWUq35NYnPLXBpih,0.379,0.29,0.7760700061704158,0.051,0.952,166.467,0.118,0.169,5
Hallelujah,Leonard Cohen,7yzbimr8WVyAtBX3Eg6UL9,0.28,0.344,0.5465305435575252,0.0293,0.715,171.143,0.133,0.232,5
Stay,Rihanna,1AoKQqqkNTpmWqW8HKs8oL,0.621,0.31,0.6818870252987043,0.0283,0.945,111.893,0.117,0.125,5
Everybody Hurts,R.E.M.,4tCWWnk3BXinf7FllmSyHW,0.254,0.383,0.8012565210074607,0.0282,0.614,188.2,0.172,0.178,5
Good Woman,Cat Power,4hFRIwvYg46dhI6Fsn87VA,0.236,0.266,0.715936500813373,0.0331,0.888,95.286,0.125,0.103,5
Samson,Regina Spektor,2bbhyUWJ5VjdfI3P4PRLu2,0.49,0.193,0.7166657317552028,0.0421,0.862,89.154,0.113,0.184,5
Breathe Me,Sia,0uCdi39iBbemx1JmkaATNE,0.543,0.636,0.8385033937286139,0.0325,0.0429,120.045,0.111,0.186,5
You Were Mine,The Chicks,2qdVHdkLxKntNjPh3Ssz7s,0.542,0.346,0.8819206821114041,0.0296,0.342,139.856,0.283,0.173,5
Hey Mama,Kanye West,46OFHBw45fNi7QNjSetITR,0.583,0.754,0.8597632804173445,0.223,0.0593,95.784,0.113,0.347,5
A Man / Me / Then Jim,Rilo Kiley,6xVF9Au9LmfDPR9rzJu1kP,0.606,0.543,0.8397935715487743,0.0316,0.799,118.421,0.16,0.624,5
Twilight,Elliott Smith,5E66OVN3EugJ1CcD2YokTP,0.428,0.377,0.5206147977786504,0.0351,0.269,140.998,0.183,0.487,5
The Sound of Silence,Simon & Garfunkel,7eQUgarLukHLkZaO1mxtab,0.531,0.217,0.4732708812475459,0.0302,0.871,106.842,0.101,0.34,5
"Flightless Bird, American Mouth",Iron & Wine,6iWwfN1euztxZi1OK38HbU,0.359,0.391,0.8013687103831267,0.026,0.795,154.66,0.163,0.19,5
This Year's Love,David Gray,1dQOMZz9SkT7ig0w65lQWC,0.33,0.167,0.5993717394962698,0.0311,0.731,164.954,0.101,0.202,5
I Will Remember You,Sarah McLachlan,7fEfH6kqMu1Gjes7yi5BHO,0.383,0.394,0.5929769450833006,0.0292,0.515,151.799,0.978,0.355,5
Lost,Michael Bublé,6vhYDNMZgffPwcdXdvMqCS,0.518,0.354,0.7392718909519269,0.029,0.764,137.749,0.114,0.315,5
Fix You,Coldplay,7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,0.7617658607729849,0.0338,0.164,138.178,0.113,0.124,5
Heart,Stars,7EeVWNuGXB8VYYy29xOCRn,0.601,0.642,0.9363886239973076,0.0262,0.011,84.973,0.0459,0.854,5
God Only Knows - Mono / 1997 Remastered,The Beach Boys,6iGU74CwXuT4XVepjc9Emf,0.521,0.487,0.8299209064901554,0.0299,0.253,117.072,0.0579,0.483,5
Crown of Love,Arcade Fire,5WKx4oCpUB1Qglmcgf6D60,0.323,0.66,0.8892129915297022,0.0272,0.0653,103.359,0.279,0.262,5
Say Something,A Great Big World,6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,0.7571660963706738,0.0355,0.857,141.284,0.0913,0.0765,5
Gloomy Sunday,Billie Holiday,3gZGAsntB2ijR2dZkiyvmR,0.412,0.0415,0.45369383519380724,0.0432,0.823,82.317,0.125,0.226,5
Mad World (Feat. Michael Andrews),Gary Jules,3JOVTQ5h8HGFnDdp4VT3MP,0.345,0.0581,0.2862511920121166,0.0374,0.976,174.117,0.103,0.304,5
I Will Follow You into the Dark,Death Cab for Cutie,3kZC0ZmFWrEHdUCmUqlvgZ,0.517,0.206,0.5658271161720985,0.0421,0.924,80.401,0.118,0.489,5
Wish You Were Here - 2011 Remastered Version,Pink Floyd,1wHSxWBfPr3GO31y8KGrWe,0.481,0.262,0.36966399281987994,0.0414,0.735,122.883,0.832,0.375,5
Landslide,Fleetwood Mac,5ihS6UUlyQAfmp48eSkxuQ,0.414,0.161,0.0,0.0318,0.883,159.375,0.117,0.423,5
Guess I'm Doing Fine,Beck,6Pxqd7tcXE0t4mfK7PGDra,0.435,0.412,0.7779772255567399,0.0271,0.143,117.7,0.164,0.248,5
Brick,Ben Folds Five,6wy16VUfaWw4kqUMHlU39c,0.539,0.46,0.6259606215291412,0.0258,0.427,97.284,0.0903,0.255,5
Unchained Melody,The Righteous Brothers,1jFhnVoJkcB4lf9tT0rSZS,0.361,0.219,0.3234980647332697,0.0285,0.563,98.532,0.558,0.26,5
Goodbye My Lover,James Blunt,6gxycjJNMgmAyfzUXBN80P,0.432,0.261,0.5457452179278623,0.0512,0.953,89.567,0.0903,0.273,5
Whiskey Lullaby (feat. Alison Krauss),Brad Paisley,6iblnklMzUKIXAtjk5lzIy,0.52,0.333,0.6064957648510687,0.0302,0.816,74.165,0.188,0.198,5
Something In The Way,Nirvana,1nFtiJxYdhtFfFtfXBv06s,0.427,0.201,0.520334324339485,0.0317,0.745,105.218,0.109,0.0668,5
River,Joni Mitchell,0DAmSYQW9kq9gQNDI002KP,0.405,0.152,0.4722611768665508,0.0395,0.979,61.34,0.104,0.383,5
Creep,Radiohead,3HfB5hBU0dmBt8T0iCmH42,0.532,0.344,0.5196050933976553,0.035,0.00563,91.834,0.115,0.126,5
The Blower's Daughter,Damien Rice,4B2lJinAkeNLSJjcq3dg8Q,0.342,0.2,0.4908846132271274,0.0324,0.134,133.113,0.341,0.0743,5
All of Me,John Legend,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,0.8557805575811972,0.0322,0.922,119.93,0.132,0.331,5
The Needle And The Damage Done,Neil Young,3eKXd8eSlzMbvg94EPVmQE,0.617,0.257,0.521119649969148,0.031,0.859,105.507,0.683,0.405,5
I Can't Make You Love Me/Nick of Time,Bon Iver,0VXevk74BcLmIbUijIWxfR,0.42,0.0726,0.3852583160374713,0.0365,0.989,113.365,0.127,0.179,5
Poison & Wine,The Civil Wars,3wsZYuHJrk3lssa7V7jvye,0.285,0.186,0.5380041510068997,0.0288,0.76,153.848,0.104,0.203,5
If You Say So,Lea Michele,6Fumoc72rTwXPGYwWUHhmh,0.342,0.436,0.9192797442082234,0.03,0.61,140.228,0.0975,0.237,5
"John Wayne Gacy, Jr.",Sufjan Stevens,2gFBh7NnEfSeBoZZDB5d2C,0.463,0.179,0.41891512873730863,0.0402,0.917,80.747,0.12,0.183,5
Trouble,Yusuf / Cat Stevens,1zXkW4xGKcKyfhrWkYIjOI,0.519,0.177,0.42884388848376054,0.0425,0.653,140.628,0.0964,0.309,5
Make You Feel My Love,Adele,7rPLZ8Krm6CZIbraFUlnWZ,0.325,0.18,0.6547932910753352,0.0311,0.91,72.416,0.113,0.0997,5
Supermarket Flowers,Ed Sheeran,4VuS959DSpr82t3qBqCrWG,0.589,0.242,0.6620856004936333,0.0442,0.914,89.749,0.0887,0.257,5
Feeling Whitney,Post Malone,35r28RDot7nPE7y9K9H7l0,0.412,0.227,0.5398552757053907,0.0359,0.787,80.111,0.282,0.226,5
How's The World Treating You,Daniel Agee,06KWxPWcaOBaKGIPhjPLLq,0.543,0.312,0.651876367308016,0.0292,0.834,72.037,0.181,0.301,5
Unhinged,Nick Jonas,545yZeRbrPHj6wM94RgT3M,0.395,0.459,0.8162338026588882,0.0603,0.607,143.706,0.0976,0.387,5
Sober,Demi Lovato,0STK94RxUulYqWzwFlyAb5,0.397,0.303,0.6679194480282717,0.11,0.798,170.22,0.0824,0.17,5
Temporary Home,Carrie Underwood,0d0tJF80562KcMndcBcSfM,0.416,0.354,0.8954395018791721,0.0263,0.731,80.767,0.0925,0.181,5
Liability,Lorde,6Kkt27YmFyIFrcX3QXFi2o,0.587,0.229,0.6207438155606665,0.128,0.92,75.67,0.1,0.379,5
Dreaming with a Broken Heart,John Mayer,7keXdrB4mz57u4b8YkCwag,0.61,0.349,0.7291748471419757,0.0301,0.554,136.012,0.201,0.155,5
Perfect,Selena Gomez,0z8u1VqXUYPBMIoF91JIWE,0.392,0.558,0.8723284904919505,0.0598,0.142,135.897,0.118,0.159,5
Chainsaw,Nick Jonas,5UsW4W8VgHrRLDzXQ9XSpt,0.57,0.683,1.0,0.0496,0.138,84.938,0.0736,0.297,5
Last Kiss,Taylor Swift,1D27z8xNzjW0Mwwt1NCWhJ,0.371,0.341,0.7205362652156841,0.0319,0.57,89.038,0.101,0.196,5
Fix a Heart,Demi Lovato,0fMhhdMdbC94rHHK63jwWu,0.491,0.452,0.8111291860660796,0.0491,0.579,160.227,0.0907,0.455,5
Marvins Room,Drake,047fCsbO4NdmwCBn8pcUXl,0.492,0.26,0.27929545072081674,0.0921,0.646,111.519,0.0705,0.312,5
Never on the Day You Leave,John Mayer,3TQbr3G3U5wlwEJejmqC1F,0.536,0.355,0.769058170191283,0.0259,0.733,139.888,0.138,0.22,5
All Too Well,Taylor Swift,1q3RiD1tIWUpGsNFADMlvl,0.602,0.609,0.8143265832725641,0.0243,0.0382,93.06,0.127,0.337,5
