name,artist,id,danceability,energy,loudness,speechiness,acousticness,tempo,liveness,valence,mood
Lights Up (feat. Channel Tres) - Myd Remix,Flight Facilities,5B1JcoxYjVjRNt2ZJyraJT,0.833,0.623,0.38277098,0.122,0.00186,118.036,0.275,0.643,1
,,,,,,,,,,,
A Second to Midnight,Kylie Minogue,3YY9Yu1JsgVfF1lOXEenq9,0.803,0.764,0.656902731,0.0387,0.0339,122.014,0.206,0.614,1
,,,,,,,,,,,
Cold Heart - PNAU Remix,Elton John,6zSpb8dQRaw0M1dK8PBwQz,0.796,0.798,0.523544679,0.0317,0.034,116.032,0.0952,0.942,1
,,,,,,,,,,,
Call On Me (feat. Georgia Ku),Sam Feldt,3pBv3LfvfPft2TqHleqKHo,0.662,0.794,0.779755284,0.0533,0.171,104.951,0.0883,0.641,1
,,,,,,,,,,,
Closer (feat. Lilly Ahlberg),Sonny Fodera,5FDdviWQzhw7NWH2TiDl9d,0.7,0.782,0.73130639,0.0542,0.449,124.969,0.143,0.68,1
,,,,,,,,,,,
Best Is Yet To Come (with Kyle Reynolds),Gryffin,2gZwBmkSmsVfEPFWGuWTDk,0.569,0.85,0.819923372,0.0369,0.0148,122.042,0.245,0.551,1
,,,,,,,,,,,
Anywhere With You,Afrojack,5MxKAr6Ui5hQ9TtjdnlmrR,0.596,0.743,0.790878754,0.0302,0.0696,125.883,0.202,0.531,1
,,,,,,,,,,,
Loving You (feat. Katy Alex),Piero Pirupa,0pIlTYYCiY7FcTunLkEjUb,0.708,0.836,0.576072179,0.0649,0.00803,129.969,0.0943,0.844,1
,,,,,,,,,,,
O Retha,LP Giobbi,132fXaozCi3EKmNgTnWmiW,0.703,0.968,0.951303918,0.0619,0.0124,123.988,0.0461,0.499,1
,,,,,,,,,,,
Thank You,Diana Ross,1i9bL3Pm3Hzc3ILU3pfosw,0.711,0.817,1,0.0265,0.217,99.021,0.0592,0.773,1
,,,,,,,,,,,
Suenos Bravos,Bodysync,0GvR5AtuXU05hbkRA5o4WT,0.764,0.654,0.268940798,0.0385,0.205,120.036,0.148,0.579,1
,,,,,,,,,,,
Turn Back Time,Marc Benjamin,1AhiOzObMBqfonJDKtirj9,0.646,0.769,0.696700037,0.0409,0.0105,126.123,0.633,0.275,1
,,,,,,,,,,,
Heatwave (feat. Robbie Jay),David Solomon,5mi9BFrugew7j9HzUpgPEI,0.755,0.921,0.741317513,0.0414,0.0564,122.972,0.109,0.795,1
,,,,,,,,,,,
Starstruck,Years & Years,2WJVFqVQ3ivhAoAQWzEzeL,0.555,0.879,0.996662959,0.0983,0.011,113.852,0.298,0.691,1
,,,,,,,,,,,
If There is Love,Laidback Luke,5ngkOLKzDPNoYEXN0snzq3,0.472,0.771,0.599184279,0.123,0.00813,119.802,0.04,0.726,1
,,,,,,,,,,,
Pick Me Up,Sam Feldt,6VYIVgVqEIwzRwpJz5rMa4,0.688,0.662,0.615251514,0.0441,0.0971,115.106,0.172,0.549,1
,,,,,,,,,,,
Everybody Wants To Party,Dubdogz,3hbi5zXAgQt0Z9V5JSOnCe,0.72,0.858,0.604498826,0.0314,0.000307,124.001,0.0932,0.565,1
,,,,,,,,,,,
Sinner,LP Giobbi,3kyskiCpYM2ALQUSEShFMY,0.721,0.78,0.446545544,0.0403,0.0455,126.974,0.138,0.725,1
,,,,,,,,,,,
Pyramids,Otto Knows,5d3Wbdgw3zIf8B5eGXznLL,0.692,0.845,0.57100482,0.0543,0.0116,123.014,0.35,0.158,1
,,,,,,,,,,,
We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,Martin Garrix,2iL0W5qi0ivZ9WRXbZ74cS,0.66,0.733,0.732789519,0.0359,0.248,119.933,0.17,0.304,1
,,,,,,,,,,,
How Long Have You Been Away?,kryptogram,0W1jh3ExLv0nMvvmNJOBxh,0.806,0.753,0.531578297,0.0534,0.031,122.99,0.0545,0.846,1
,,,,,,,,,,,
Payback (feat. Icona Pop),Cheat Codes,6VcpaoEQRxc9wrAtYBqKwz,0.672,0.8,0.695711284,0.0372,0.113,118.013,0.132,0.8,1
,,,,,,,,,,,
Chucks,Mi Casa,2syb6g2gf1rj50CovNjtI6,0.737,0.805,0.691261896,0.0505,0.0728,124.015,0.163,0.482,1
,,,,,,,,,,,
That Feeling (feat. Hayley May),Danny Quest,7clsGP3ea7rhBaEK9ga898,0.665,0.846,0.616116673,0.031,0.00559,123.988,0.134,0.78,1
,,,,,,,,,,,
Stay Mine,Timmy Trumpet,7IhWJM8cN04zRQ2PNM91xc,0.756,0.892,0.764676801,0.0399,0.0671,124.05,0.0798,0.362,1
,,,,,,,,,,,
Let You Go,Diplo,0KG7XrgM20KEmJrKsyFDAm,0.584,0.955,0.784946237,0.0507,0.101,128.04,0.092,0.486,1
,,,,,,,,,,,
All Day (feat. Nonô),Welshy,7kG1Lv9NFFtvvUeyYHLG7R,0.713,0.81,0.672351996,0.0457,0.115,124.036,0.0527,0.747,1
,,,,,,,,,,,
Deja Vu,Oliver Heldens,5w7sO0tWXMmctwKnJZu24v,0.87,0.532,0.426028921,0.0951,0.127,121.986,0.112,0.358,1
,,,,,,,,,,,
So Much Love,Nicky Romero,1357S0gcYA0NXIJArUWKTx,0.57,0.943,0.551353356,0.0691,0.000953,125.013,0.117,0.4,1
,,,,,,,,,,,
If The World Just Danced - MOTi Remix,Diana Ross,7kEh6jNlJOAhC0lv6XV3iw,0.776,0.614,0.356198245,0.0488,0.18,120.003,0.109,0.43,1
,,,,,,,,,,,
"L.O.V.E. (feat. EARTHGANG, Jon Batiste & Sherwyn)",Yung Bae,3h3szgXLd2FJ0WSWj8om9t,0.81,0.779,0.706216784,0.0485,0.000308,111.054,0.23,0.641,1
,,,,,,,,,,,
Tears For Later,Don Diablo,0qLCGr3tEqsvk5FfHU2XqV,0.633,0.866,0.847114077,0.149,0.0246,95.059,0.0904,0.161,1
,,,,,,,,,,,
Happy Hour,Felix Cartal,0Q8I9WVpuNEFPiF83ZpcvU,0.625,0.855,0.910147077,0.0401,0.00324,120.004,0.742,0.303,1
,,,,,,,,,,,
Dopamine (feat. Eyelar),Purple Disco Machine,62102D1yfhWdzW39Vj06FR,0.691,0.806,0.637251267,0.123,0.0518,117.971,0.192,0.873,1
,,,,,,,,,,,
Hear Me Say,Jonas Blue,7dk9EBvTbbKBbFxjCAJpwK,0.697,0.836,0.68508219,0.0437,0.133,121.977,0.0754,0.631,1
,,,,,,,,,,,
The Riddle (feat. Lateshift),Sam Feldt,6r2lsLYBrnLj0nckwyv7vn,0.622,0.756,0.639352367,0.0474,0.346,95.939,0.3,0.498,1
,,,,,,,,,,,
Ride or Die (feat. Phoebe Ryan),Cash Cash,2tYbp6gUNzQXYj8XhVAh9e,0.547,0.881,0.914102089,0.0512,0.0159,99.979,0.171,0.215,1
,,,,,,,,,,,
Do You Want It Right Now (Siedah Garrett vs. Eden Prince),Siedah Garrett,3008zmJyaNEFbGEYNTg4mk,0.307,0.961,0.611543691,0.0588,0.0013,122.263,0.514,0.463,1
,,,,,,,,,,,
Straight Up Relaxin' (feat. Cosmo's Midnight),Yung Bae,342xhiMfFuR0zXbG35VIjy,0.674,0.667,0.412309974,0.3,0.0677,110.004,0.125,0.715,1
,,,,,,,,,,,
Run,Becky Hill,6oYXbji1rn7U6bFuNYekpQ,0.601,0.879,0.973303671,0.0353,0.0313,124.013,0.0793,0.589,1
,,,,,,,,,,,
"I'm Every Woman - From “Black History Always / Music For the Movement Vol. 2""",Tinashe,7v5AEwuaQurzjaOwOzFVdo,0.785,0.758,0.370411568,0.0531,0.127,115.031,0.0781,0.642,1
,,,,,,,,,,,
2019,Martin Jensen,0YETkmonJ718JRimG5zJOm,0.876,0.765,0.493634903,0.269,0.119,115.072,0.0826,0.729,1
,,,,,,,,,,,
Special Thing,Gilligan Moss,2uFII0hcLjEbbn1e6Ft1Qd,0.657,0.903,0.576937338,0.0412,0.0291,125.022,0.139,0.63,1
,,,,,,,,,,,
Breathe (feat. kaspara),Syn Cole,7pDdE5FLqcNCvjxzRzm80r,0.753,0.749,0.65925102,0.0314,0.0546,121.988,0.166,0.589,1
,,,,,,,,,,,
Dancing Feet (feat. DNCE),Kygo,4RAR8g8fZNB106ezUurnE0,0.75,0.797,0.707205537,0.118,0.293,105.949,0.392,0.523,1
,,,,,,,,,,,
42,Cash Cash,7BPTtDK064b41v0LiopTnC,0.698,0.847,0.763317266,0.0366,0.0499,119.985,0.338,0.508,1
,,,,,,,,,,,
Feel It,RetroVision,51jBT10cge1QNFiDqwMLEa,0.722,0.797,0.663576814,0.0887,0.00448,122.025,0.0989,0.273,1
,,,,,,,,,,,
So What (feat. A R I Z O N A),Louis The Child,3By9IFm4E2BvKQygT04O8g,0.799,0.791,0.664318378,0.109,0.3,119.993,0.104,0.651,1
,,,,,,,,,,,
Another Life (feat. FLETCHER & Josh Golden),Surf Mesa,3ng7epefERNazaZkkbwLdq,0.648,0.724,0.662340873,0.0263,0.0198,125.014,0.15,0.382,1
,,,,,,,,,,,
Money Money,Purple Disco Machine,6G5FowwtZDxaRO5jf3l9rV,0.739,0.75,0.623285132,0.0389,0.0157,120.032,0.304,0.946,1
,,,,,,,,,,,
Ready To Love,KSHMR,0cvMWzztDy1wNQkBqae8w4,0.598,0.815,0.749845507,0.0858,0.0606,121.986,0.176,0.383,1
,,,,,,,,,,,
Chasing Stars (feat. James Bay),Alesso,6y6xhAgZjvxy5kR5rigpY3,0.594,0.64,0.455197133,0.033,0.0169,92.871,0.135,0.492,1
,,,,,,,,,,,
In My Zone,Tungevaag,3LR2EPyj36gxYgCYbC0au0,0.601,0.711,0.765665554,0.0611,0.0808,127.948,0.113,0.512,1
,,,,,,,,,,,
I Found You,Cash Cash,3wYOGJYD31sLRmBgCvWxa4,0.646,0.761,0.987640588,0.0385,0.0714,129.916,0.222,0.472,1
,,,,,,,,,,,
Beg For You (feat. Rina Sawayama),Charli XCX,50ZFpw2wS6ERvLmW8TINhq,0.788,0.945,0.674453096,0.0599,0.223,128.036,0.115,0.466,1
,,,,,,,,,,,
Feels,Wh0,7eJholoRepkkrXmXmPTo4g,0.722,0.954,0.788406872,0.0764,0.0054,124.983,0.651,0.845,1
,,,,,,,,,,,
Rule The World (feat. ILIRA),GAMPER & DADONI,3yvHcaY61FpeSiLiHiIST4,0.717,0.627,0.290446175,0.0966,0.00974,125.965,0.222,0.437,1
,,,,,,,,,,,
Lipstick,Kungs,5vaOdnTldKw74qWjezLfRO,0.777,0.9,0.709677419,0.0731,0.0382,126.033,0.0408,0.939,1
,,,,,,,,,,,
You Got The Love,Never Sleeps,1O3Jlr6ksM6meUe1atDAxY,0.519,0.761,0.85650723,0.0445,0.105,124.947,0.103,0.309,1
,,,,,,,,,,,
Tell Me Something Good,Ewan McVicar,1yApeqGiKKeAMptbNUv2Mf,0.812,0.796,0,0.0356,0.00826,125.976,0.365,0.961,1
,,,,,,,,,,,
What It Feels Like,Navos,5Yg3kRGlB8UB6Sa8Fq4njc,0.631,0.841,0.774193548,0.0434,0.0306,124.998,0.157,0.366,1
,,,,,,,,,,,
Doses & Mimosas (Vintage Culture & Zerky Remix) - Radio Edit,Vintage Culture,3yZsBXwiQkqLjnWYip17Uu,0.782,0.728,0.491904585,0.146,0.00245,122.035,0.241,0.602,1
,,,,,,,,,,,
I Got A Feeling,Felix Jaehn,67khZBWjxlHg85xcwdySjS,0.6,0.845,0.846990483,0.042,0.0238,125.027,0.434,0.378,1
,,,,,,,,,,,
Make Me Feel Good,Belters Only,4CUX44NA1CPEzd0ibMLQsL,0.773,0.74,0.294030404,0.0386,0.0627,124.014,0.0829,0.504,1
,,,,,,,,,,,
Relight My Love,Matisse & Sadko,6dKDKwtdZtGlR8e1tZGEYS,0.498,0.745,0.586701273,0.0316,0.0574,125.973,0.255,0.258,1
,,,,,,,,,,,
Better Day (feat. Nile Rodgers & Josh Barry),Wh0,3PdLMTut7spFf9leWqBrjK,0.714,0.866,0.626004202,0.09,0.00406,125.072,0.292,0.646,1
,,,,,,,,,,,
Light Up My Life,Jack Wins,1FE3Cf3SUdxJkFGrdYpqQT,0.613,0.874,0.572982326,0.262,0.0173,121.995,0.839,0.392,1
,,,,,,,,,,,
Come Back Home,Petey Martin,5qpEtUsEI1VkG63MNlRrAC,0.598,0.559,0.582499073,0.0387,0.019,122.066,0.17,0.19,1
,,,,,,,,,,,
Born This Way,Lady Gaga,30XU4suKzCeoCK9YFzdufg,0.587,0.828,0.747882678,0.161,0.00327,123.907,0.331,0.494,1
,,,,,,,,,,,
Livin' la Vida Loca,Ricky Martin,0Ph6L4l8dYUuXFmb71Ajnd,0.425,0.954,0.868414014,0.0476,0.00414,178.043,0.0555,0.933,1
,,,,,,,,,,,
I Kissed A Girl,Katy Perry,14iN3o8ptQ8cFVZTEmyQRV,0.699,0.76,0.920388696,0.0677,0.00223,129.996,0.132,0.696,1
,,,,,,,,,,,
On Top Of The World,Imagine Dragons,213x4gsFDm04hSqIUkg88w,0.631,0.924,0.705001337,0.146,0.0841,100.045,0.084,0.755,1
,,,,,,,,,,,
How We Do (Party),Rita Ora,1dsndFSRXSoQFLjSJ6uPpG,0.738,0.922,0.852010341,0.0833,0.0034,116.024,0.0986,0.689,1
,,,,,,,,,,,
Marry You,Bruno Mars,6SKwQghsR8AISlxhcwyA9R,0.621,0.82,0.769546224,0.0367,0.332,144.905,0.104,0.452,1
,,,,,,,,,,,
I Love You Always Forever,Donna Lewis,1PEqh7awkpuepLBSq8ZwqD,0.744,0.453,0.135508603,0.0348,0.627,103.773,0.0898,0.122,1
,,,,,,,,,,,
All For You,Janet Jackson,5X8kkUaUlAyAUr9TYqDFTH,0.753,0.934,0.93483106,0.0736,0.0174,113.525,0.128,0.73,1
,,,,,,,,,,,
Baby Got Back,Sir Mix-A-Lot,1SAkL1mYNJlaqnBQxVZrRl,0.926,0.669,0.198448783,0.301,0.0051,128.462,0.0887,0.642,1
,,,,,,,,,,,
There's Nothing Holdin' Me Back,Shawn Mendes,79cuOz3SPQTuFrp8WgftAu,0.857,0.8,0.843541054,0.0583,0.381,121.996,0.0913,0.966,1
,,,,,,,,,,,
Sweets For My Sweet,C.J. Lewis,1JtVKX2qjcgMHrCSkwi12i,0.717,0.906,0.476241419,0.0456,0.0803,116.886,0.158,0.957,1
,,,,,,,,,,,
Hips Don't Lie (feat. Wyclef Jean),Shakira,3ZFTkvIE7kyPt6Nu3PEa7V,0.778,0.824,0.677988767,0.0707,0.284,100.024,0.405,0.758,1
,,,,,,,,,,,
Who Let The Dogs Out,Baha Men,1H5tvpoApNDxvxDexoaAUo,0.869,0.887,0.801640367,0.0993,0.0605,129.221,0.148,0.784,1
,,,,,,,,,,,
Party Rock Anthem,LMFAO,7mitXLIMCflkhZiD34uEQI,0.751,0.736,0.831684051,0.156,0.0206,130.014,0.265,0.352,1
,,,,,,,,,,,
Summer Air,ItaloBrothers,0V9cosR5jWa4fr2koARmhD,0.755,0.751,0.843630204,0.0748,0.0635,102.002,0.0812,0.491,1
,,,,,,,,,,,
Hey Brother,Avicii,4lhqb6JvbHId48OUJGwymk,0.545,0.78,0.769367924,0.0436,0.0309,125.014,0.0828,0.458,1
,,,,,,,,,,,
Best Song Ever,One Direction,5T7ZFtCcOgkpjxcuaeZbw0,0.652,0.877,0.93705982,0.0465,0.0227,118.491,0.0789,0.486,1
,,,,,,,,,,,
Perfect Strangers,Jonas Blue,3hDFOFjGIFwlSmCO6b39M4,0.73,0.861,0.837746278,0.0451,0.39,117.965,0.213,0.704,1
,,,,,,,,,,,
"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",Christina Aguilera,7GbqE3MlkKosIaCvf50JRK,0.76,0.801,0.867255059,0.0534,0.0144,109.919,0.665,0.653,1
,,,,,,,,,,,
You,Ten Sharp,6lbme14HiDWYmGiw1I2Dv6,0.405,0.901,0.498529018,0.0315,0.426,174.041,0.188,0.666,1
,,,,,,,,,,,
Timber (feat. Ke$ha),Pitbull,3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,0.838905233,0.0981,0.0295,129.992,0.139,0.788,1
,,,,,,,,,,,
Boom Clap,Charli XCX,094RugjgLW6CdPLOJctBZ3,0.659,0.911,1,0.0786,0.154,91.999,0.191,0.576,1
,,,,,,,,,,,
Geronimo,Sheppard,0qt5f5EL92o8Snzopsv0en,0.705,0.78,0.644557368,0.0805,0.456,142.028,0.115,0.457,1
,,,,,,,,,,,
Show Me Love - Radio Version,Robyn,5KaggKyCa9QZk25z93D4Zs,0.648,0.623,0.851564589,0.0305,0.077,90.986,0.324,0.715,1
,,,,,,,,,,,
Unconditionally,Katy Perry,4fwbGKNExPtPHbor1TBSY4,0.397,0.725,0.769813676,0.043,0.00266,128.861,0.208,0.358,1
,,,,,,,,,,,
Good as Hell (feat. Ariana Grande) - Remix,Lizzo,07Oz5StQ7GRoygNLaXs2pd,0.668,0.892,0.935722564,0.0645,0.298,95.927,0.735,0.478,1
,,,,,,,,,,,
I Love Your Smile,Shanice,69mFxANpGyq9s69LqH3d9G,0.722,0.842,0.423642685,0.126,0.00955,93.954,0.178,0.751,1
,,,,,,,,,,,
This Is What You Came For (feat. Rihanna),Calvin Harris,0azC730Exh71aQlOt9Zj3y,0.631,0.927,0.954800749,0.0332,0.199,123.962,0.148,0.465,1
,,,,,,,,,,,
Sugar (feat. Francesco Yates),Robin Schulz,5tf1VVWniHgryyumXyJM7w,0.636,0.815,0.748774182,0.0581,0.0185,123.063,0.163,0.636,1
,,,,,,,,,,,
Hall of Fame (feat. will.i.am),The Script,1X1DWw2pcNZ8zSub3uhlNz,0.421,0.873,0.816082732,0.0564,0.0654,84.786,0.123,0.629,1
,,,,,,,,,,,
Only Human,Jonas Brothers,0DiDStADDVh3SvAsoJAFMk,0.795,0.496,0.678791121,0.0722,0.108,94.01,0.0645,0.874,1
,,,,,,,,,,,
The Lazy Song,Bruno Mars,386RUes7n1uM1yfzgeUuwp,0.794,0.711,0.746456272,0.0699,0.3,174.915,0.0955,0.955,1
,,,,,,,,,,,
Say You'll Be There,Spice Girls,1yTQ39my3MoNROlFw3RDNy,0.726,0.679,0.648836587,0.0473,0.0149,107.02,0.0837,0.751,1
,,,,,,,,,,,
A Sky Full of Stars,Coldplay,0FDzzruyVECATHXKHFs9eJ,0.545,0.675,0.626103236,0.0279,0.00617,124.97,0.209,0.162,1
,,,,,,,,,,,
"Boom, Boom, Boom, Boom!!",Vengaboys,65OXGbKBQ8gUyJvUd0jNpf,0.812,0.935,0.793616832,0.0407,0.013,138.48,0.0244,0.968,1
,,,,,,,,,,,
I've Been Thinking About You,Londonbeat,3zjZaGqcepRo80Btq4C1x0,0.681,0.667,0.069359009,0.0388,0.0231,113.549,0.0727,0.89,1
,,,,,,,,,,,
Call Me Maybe,Carly Rae Jepsen,20I6sIOMTCkB6w7ryavxtO,0.783,0.58,0.619506107,0.0408,0.0114,120.021,0.108,0.66,1
,,,,,,,,,,,
Dance Monkey,Tones And I,421leiR6jKlH5KDdwLYrOs,0.824,0.592,0.632700366,0.0969,0.693,98.074,0.178,0.54,1
,,,,,,,,,,,
Bumpy Ride,Mohombi,71R6zJsrF3ffc3TBFHfivX,0.706,0.842,0.790674869,0.038,0.0476,104.958,0.134,0.818,1
,,,,,,,,,,,
Forever,Chris Brown,7e8zLk0zyjNmHQV4givkI6,0.673,0.819,0.82241241,0.0435,0.0325,120.016,0.138,0.491,1
,,,,,,,,,,,
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,6JV2JOEocMgcZxYSZelKcc,0.666,0.83,0.693768387,0.0751,0.0123,113.03,0.191,0.702,1
,,,,,,,,,,,
All I Wanna Do,Sheryl Crow,3ZpQiJ78LKINrW9SQTgbXd,0.82,0.528,0.20665062,0.0321,0.111,120.091,0.257,0.931,1
,,,,,,,,,,,
"I'll Be There for You (Theme from ""Friends')",The Rembrandts,1lfjTOtTRUDkzcmahA4lcs,0.258,0.919,0.585718106,0.0809,0.065,93.62,0.279,0.636,1
,,,,,,,,,,,
Paradise,Coldplay,6nek1Nin9q48AVZcWs9e9D,0.449,0.585,0.600517072,0.0268,0.0509,139.631,0.0833,0.212,1
,,,,,,,,,,,
Blurred Lines,Robin Thicke,0n4bITAu0Y0nigrz3MFJMb,0.853,0.599,0.779263618,0.0411,0.00334,119.993,0.0759,0.843,1
,,,,,,,,,,,
Rise,Jonas Blue,5ZSl6gDoV6bPPxzmLeneV9,0.687,0.785,0.78871356,0.0333,0.327,106.046,0.203,0.655,1
,,,,,,,,,,,
Tonight Tonight,Hot Chelle Rae,2i0AUcEnsDm3dsqLrFWUCq,0.686,0.783,0.75956138,0.119,0.0764,99.978,0.163,0.814,1
,,,,,,,,,,,
I Like It,Enrique Iglesias,7HacCTm33hZYYN8DXpCYuG,0.648,0.942,0.946420612,0.0878,0.021,129.007,0.0594,0.73,1
,,,,,,,,,,,
Dance The Night Away,The Mavericks,1N67xd3y9s23vitoiP3Zv5,0.651,0.754,0.367656236,0.0293,0.00692,140.782,0.161,0.936,1
,,,,,,,,,,,
Sweat (A La La La La Long),Inner Circle,1SssFw74DdHVjRa6ADggdD,0.787,0.728,0.516359098,0.218,0.0124,173.026,0.157,0.94,1
,,,,,,,,,,,
Lay It All on Me (feat. Ed Sheeran),Rudimental,6splO3UF8hSmK33y5fJTNk,0.669,0.747,0.569581885,0.0428,0.141,122.531,0.185,0.483,1
,,,,,,,,,,,
Higher,Taio Cruz,6AxCr5G75R5rqyNCYWVpTo,0.672,0.907,0.751359544,0.0721,0.0048,128.027,0.156,0.746,1
,,,,,,,,,,,
I Wanna Be the Only One (feat. Bebe Winans),Eternal,0XvOoNb9zZOwFIOM0mwbiq,0.627,0.768,0.51011857,0.0625,0.468,100.071,0.126,0.802,1
,,,,,,,,,,,
Pretty Shining People,George Ezra,2JVwsN6viHjR9t5pCPQ4Br,0.584,0.726,0.792814478,0.0371,0.14,106.979,0.0984,0.398,1
,,,,,,,,,,,
Love Generation - Radio Edit,Bob Sinclar,3s3DWOPtKQSgJVDRKu85Tt,0.715,0.812,0.68993492,0.062,0.175,128.04,0.044,0.554,1
,,,,,,,,,,,
Classic,MKTO,6FE2iI43OZnszFLuLtvvmg,0.72,0.791,0.785236694,0.124,0.0384,102.071,0.157,0.756,1
,,,,,,,,,,,
The Tide Is High - Radio Mix,Atomic Kitten,5WuVWOngcRkMOx9RRLCvui,0.776,0.693,0.977890702,0.0314,0.0234,102.996,0.0322,0.635,1
,,,,,,,,,,,
Love Changes (Everything),Climie Fisher,2oIQPIbB6PkuTiUTPXfLjn,0.624,0.868,0.680217527,0.0269,0.305,111.143,0.186,0.806,1
,,,,,,,,,,,
Shiny Happy People,R.E.M.,1v2zyAJrChw5JnfafSkwkJ,0.452,0.909,0.848711777,0.0366,0.0313,124.623,0.23,0.805,1
,,,,,,,,,,,
Love Never Felt So Good,Michael Jackson,48td6xvpokdYwvbl3JIiXP,0.775,0.719,0.64946064,0.0435,0.132,117.513,0.0662,0.712,1
,,,,,,,,,,,
Uptown Funk (feat. Bruno Mars),Mark Ronson,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0.559329589,0.0824,0.00801,114.988,0.0344,0.928,1
,,,,,,,,,,,
Don't Worry (with Ray Dalton) - Radio Edit,Madcon,63CSozvYUEudPp12679UVF,0.811,0.699,0.738700187,0.114,0.0726,122.987,0.148,0.733,1
,,,,,,,,,,,
Best Day Of My Life,American Authors,5Hroj5K7vLpIG4FNCRIjbP,0.673,0.902,0.990015156,0.0346,0.0591,100.012,0.0558,0.538,1
,,,,,,,,,,,
Budapest,George Ezra,7q0aQpiLv5tIsupcgQ3Ny4,0.717,0.455,0.463047161,0.0276,0.0846,127.812,0.11,0.389,1
,,,,,,,,,,,
U Can't Touch This,MC Hammer,1B75hgRqe7A4fwee3g3Wmu,0.867,0.517,0.024516359,0.0875,0.00456,133.148,0.0864,0.866,1
,,,,,,,,,,,
Inner Smile,Texas,6X6ljHP0LlsdUILsGwfQ40,0.574,0.844,0.693590086,0.039,0.0258,106.01,0.113,0.643,1
,,,,,,,,,,,
This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,1A8j067qyiNwQnZT0bzUpZ,0.792,0.717,0.778996167,0.0393,0.0927,121.985,0.226,0.466,1
,,,,,,,,,,,
Gangnam Style (강남스타일),PSY,03UrZgTINDqvnUMbbIMhql,0.727,0.937,0.947312116,0.286,0.00417,132.067,0.091,0.749,1
,,,,,,,,,,,
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),Felix Jaehn,3c8iiZGfEammKJuWTErE5x,0.778,0.566,0.582865294,0.0311,0.672,117.971,0.0698,0.479,1
,,,,,,,,,,,
Coco Jamboo,Mr. President,5fRvePkRGdpn2nKacG7I6d,0.832,0.838,0.720602657,0.0421,0.0791,100.021,0.152,0.965,1
,,,,,,,,,,,
Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,6fQcqEcXfnY0L6VwS0c3gT,0.827,0.576,0.51020772,0.0372,0.184,118.04,0.0656,0.41,1
,,,,,,,,,,,
Havana (feat. Young Thug),Camila Cabello,0ofbQMrRDsUaVKq2mGLEAb,0.768,0.517,0.81786574,0.0312,0.186,104.992,0.104,0.418,1
,,,,,,,,,,,
Sexy And I Know It,LMFAO,70Vdd1gx5tn84jkAU31ASv,0.707,0.861,0.826602478,0.316,0.1,130.021,0.191,0.795,1
,,,,,,,,,,,
Stay (feat. Maty Noyes),Kygo,7gBj0VgcuAgkXkiRRYvSmK,0.648,0.736,0.494695551,0.0385,0.0444,103.027,0.171,0.378,1
,,,,,,,,,,,
I Don't Care (with Justin Bieber),Ed Sheeran,3HVWdVOQ0ZA45FuZGSfvns,0.798,0.675,0.753855755,0.0442,0.0912,101.956,0.0894,0.842,1
,,,,,,,,,,,
Blinding Lights,The Weeknd,0sf12qNH5qcw8qpgymFOqD,0.513,0.796,0.839975038,0.0629,0.00147,171.017,0.0938,0.345,1
,,,,,,,,,,,
When Love Takes Over (feat. Kelly Rowland),David Guetta,619bJQ9uDi8dnXzLebFI7y,0.658,0.863,0.789605064,0.0255,0.0144,129.972,0.2,0.496,1
,,,,,,,,,,,
The Most Beautiful Girl In the World,Prince,0aPaGIX2QIMAH5SMp0VEMe,0.489,0.693,0.76179014,0.0427,0.0182,185.758,0.304,0.453,1
,,,,,,,,,,,
Solo (feat. Demi Lovato),Clean Bandit,3NuK5xMlSlB6K2Qp16zf3h,0.74,0.622,0.792457876,0.0446,0.0357,104.966,0.356,0.556,1
,,,,,,,,,,,
Lovefool,The Cardigans,61xSYTjAJuqGvSFvJzvyaV,0.63,0.623,0.539092449,0.0268,0.00778,111.809,0.15,0.919,1
,,,,,,,,,,,
Can't Stop This Thing We Started,Bryan Adams,77vGsx4iAjlybQA6skUpYn,0.537,0.877,0.58866007,0.0388,0.0253,113.033,0.503,0.508,1
,,,,,,,,,,,
Señorita,Shawn Mendes,0TK2YIli7K1leLovkQiNik,0.759,0.54,0.664883659,0.0287,0.037,116.947,0.0945,0.75,1
,,,,,,,,,,,
Last Friday Night (T.G.I.F.),Katy Perry,3oHNJECGN3bBoGXejlw2b1,0.652,0.812,0.864758848,0.0409,0.00125,126.023,0.667,0.72,1
,,,,,,,,,,,
Sax,Fleur East,2lqgZDZnlXmVZgToWuoC0l,0.728,0.892,0.742177053,0.126,0.0144,117.976,0.469,0.826,1
,,,,,,,,,,,
Glad You Came,The Wanted,5yDL13y5giogKs2fSNf7sj,0.722,0.851,0.857983418,0.0639,0.0319,126.885,0.108,0.452,1
,,,,,,,,,,,
Just the Way You Are,Bruno Mars,47Slg6LuqLaX0VodpSCvPt,0.635,0.841,0.723722921,0.0422,0.0134,109.021,0.0622,0.424,1
,,,,,,,,,,,
